savings,vm423150,Barbara Miller,3798.04
checking,es461694,Barbara Miller,1756.00
savings,zo598023,Charles Gomez,6767.37
checking,xx487666,Charles Gomez,2991.11
savings,nr462828,Charles Rodriguez,5591.19
checking,wj870246,Charles Rodriguez,2710.14
savings,vq974543,Charles Hernandez,6788.06
checking,uj417690,Charles Hernandez,1816.07
savings,la812559,Charles Tan,10723.91
checking,nh285295,Charles Tan,1666.40
savings,sp966551,Charles Yang,9251.79
checking,gk127721,Charles Yang,1137.95
savings,sx393891,Charles Smith,4330.78
checking,bt766102,Charles Smith,1512.72
savings,gs479948,Charles Jones,8578.13
checking,jz385253,Charles Jones,474.86
savings,dy781687,Charles Lee,6761.21
checking,up358852,Charles Lee,648.01
savings,jj732263,Charles Schmidt,6901.31
checking,zm179898,Charles Schmidt,972.58
savings,ie247006,Charles DeAndre,6599.36
checking,le229961,Charles DeAndre,1325.42
savings,zf412787,Charles Carpenter,7869.34
checking,ta521361,Charles Carpenter,1912.62
savings,is427739,Charles Alvarez,5440.74
checking,qz918676,Charles Alvarez,1068.26
savings,mp759295,Charles Wilson,6710.49
checking,hq774471,Charles Wilson,1003.02
savings,uo666252,Charles Miller,8488.52
checking,sl531914,Charles Miller,1320.85
savings,vj545936,Diego Gomez,6900.76
checking,tq892641,Diego Gomez,655.66
savings,xk663502,Diego Rodriguez,6904.17
checking,ww688503,Diego Rodriguez,2774.52
savings,uw197890,Diego Hernandez,9611.24
checking,jq446801,Diego Hernandez,2779.67
savings,is518519,Diego Tan,7508.53
checking,hx146890,Diego Tan,1231.17
savings,lb717748,Diego Yang,11329.29
checking,lz888969,Diego Yang,1203.93
savings,tr105717,Diego Smith,7798.04
checking,jh508581,Diego Smith,1682.91
savings,oh606599,Diego Jones,7594.64
checking,rt476393,Diego Jones,2115.75
savings,jl666941,Diego Lee,5078.29
checking,mw541310,Diego Lee,1818.16
savings,ja127185,Diego Schmidt,7099.62
checking,mq615277,Diego Schmidt,1633.82
savings,wl823738,Diego DeAndre,9824.07
checking,gb946504,Diego DeAndre,2775.54
savings,go206094,Diego Carpenter,7724.38
checking,vx482996,Diego Carpenter,2464.21
savings,bp725700,Diego Alvarez,4315.38
checking,ua253120,Diego Alvarez,2008.70
savings,sw222292,Diego Wilson,6919.89
checking,ia669926,Diego Wilson,279.10
savings,ct405641,Diego Miller,7023.48
checking,zk859387,Diego Miller,686.78
savings,lf877239,Federico Gomez,4505.98
checking,vl546169,Federico Gomez,4098.78
savings,lc804754,Federico Rodriguez,10849.73
checking,xr470552,Federico Rodriguez,839.06
savings,qf241440,Federico Hernandez,6998.41
checking,uf344501,Federico Hernandez,1969.28
savings,mp739404,Federico Tan,9758.07
checking,gg760394,Federico Tan,2965.27
savings,yf506972,Federico Yang,10162.65
checking,vc906780,Federico Yang,3055.21
savings,ub443160,Federico Smith,7122.16
checking,la951653,Federico Smith,2221.19
savings,ua790606,Federico Jones,9970.99
checking,uj585741,Federico Jones,2256.14
savings,nq350637,Federico Lee,11073.96
checking,kh523308,Federico Lee,1447.37
savings,hq624473,Federico Schmidt,9164.00
checking,ys570572,Federico Schmidt,3858.70
savings,ye945342,Federico DeAndre,5136.46
checking,hj713772,Federico DeAndre,1678.16
savings,nv531885,Federico Carpenter,6698.95
checking,mz443755,Federico Carpenter,1568.80
savings,in393824,Federico Alvarez,10364.43
checking,ng636793,Federico Alvarez,3197.43
savings,gf121746,Federico Wilson,9839.54
checking,xm211009,Federico Wilson,1434.18
savings,hy374336,Federico Miller,8604.89
checking,mf321144,Federico Miller,1168.52
savings,fg506562,Guillermo Gomez,6908.62
checking,st788769,Guillermo Gomez,1286.79
savings,ao886047,Guillermo Rodriguez,6879.67
checking,vy250358,Guillermo Rodriguez,1802.08
savings,wc703257,Guillermo Hernandez,7605.24
checking,lh588667,Guillermo Hernandez,4470.00
savings,pv323716,Guillermo Tan,6454.67
checking,bs625050,Guillermo Tan,2473.89
savings,fm655856,Guillermo Yang,6351.30
checking,im267640,Guillermo Yang,1836.19
savings,cy524549,Guillermo Smith,9717.95
checking,uv514807,Guillermo Smith,898.92
savings,rk404971,Guillermo Jones,7695.94
checking,bh990490,Guillermo Jones,2248.13
savings,ff201779,Guillermo Lee,7481.70
checking,zj947340,Guillermo Lee,2827.03
savings,id676553,Guillermo Schmidt,7619.49
checking,yg107456,Guillermo Schmidt,833.20
savings,fa591940,Guillermo DeAndre,5469.77
checking,fd789053,Guillermo DeAndre,3159.75
savings,na324874,Guillermo Carpenter,7692.93
checking,ql661017,Guillermo Carpenter,30.52
savings,wz127256,Guillermo Alvarez,9841.58
checking,xr636065,Guillermo Alvarez,2104.06
savings,ex545168,Guillermo Wilson,7603.97
checking,zp204191,Guillermo Wilson,674.71
savings,nk969651,Guillermo Miller,6826.31
checking,zs315963,Guillermo Miller,946.18
savings,hn863963,Jessica Gomez,5492.86
checking,wj826111,Jessica Gomez,2036.20
savings,yh791790,Jessica Rodriguez,3886.58
checking,pz322999,Jessica Rodriguez,1778.35
savings,aa291559,Jessica Hernandez,4355.31
checking,zf700740,Jessica Hernandez,3187.02
savings,nu400558,Jessica Tan,7377.71
checking,tf922589,Jessica Tan,809.84
savings,sq741404,Jessica Yang,6352.38
checking,ze572689,Jessica Yang,678.09
savings,yg323817,Jessica Smith,10734.71
checking,gb505437,Jessica Smith,5129.47
savings,dl862878,Jessica Jones,6887.39
checking,ws549380,Jessica Jones,2981.25
savings,sz220995,Jessica Lee,6694.47
checking,vc755172,Jessica Lee,2658.89
savings,cy231234,Jessica Schmidt,6883.23
checking,ts106491,Jessica Schmidt,2406.38
savings,oj677786,Jessica DeAndre,6564.73
checking,sd208701,Jessica DeAndre,1329.54
savings,as898560,Jessica Carpenter,7634.04
checking,zv332585,Jessica Carpenter,2226.22
savings,yw635717,Jessica Alvarez,5161.11
checking,io692485,Jessica Alvarez,2767.30
savings,zq388703,Jessica Wilson,9661.46
checking,cf409737,Jessica Wilson,845.84
savings,ev520081,Jessica Miller,8752.81
checking,rl427190,Jessica Miller,1245.06
savings,cz965808,Kathleen Gomez,6025.73
checking,es145199,Kathleen Gomez,2359.12
savings,fm153275,Kathleen Rodriguez,6883.57
checking,qz941967,Kathleen Rodriguez,2172.53
savings,cp885801,Kathleen Hernandez,7443.13
checking,rk427181,Kathleen Hernandez,1028.82
savings,zc499993,Kathleen Tan,5206.69
checking,jd899656,Kathleen Tan,603.24
savings,tv924074,Kathleen Yang,7328.40
checking,ti645705,Kathleen Yang,2749.98
savings,df142313,Kathleen Smith,9615.39
checking,lm940986,Kathleen Smith,1388.74
savings,gl866732,Kathleen Jones,6886.21
checking,rp950054,Kathleen Jones,2559.27
savings,lr123706,Kathleen Lee,6026.70
checking,il419064,Kathleen Lee,3915.50
savings,ep730702,Kathleen Schmidt,7962.85
checking,di506422,Kathleen Schmidt,390.84
savings,ef883787,Kathleen DeAndre,5515.35
checking,cp213949,Kathleen DeAndre,1901.85
savings,pw670207,Kathleen Carpenter,7569.41
checking,hw819360,Kathleen Carpenter,1796.00
savings,nh529233,Kathleen Alvarez,6619.67
checking,fv740244,Kathleen Alvarez,1908.12
savings,fa805789,Kathleen Wilson,10676.05
checking,kg352753,Kathleen Wilson,219.69
savings,ux833041,Kathleen Miller,8158.55
checking,ir605298,Kathleen Miller,497.28
savings,lg759171,Leonardo Gomez,10168.51
checking,sm937395,Leonardo Gomez,475.13
savings,gl868289,Leonardo Rodriguez,6337.00
checking,uo356141,Leonardo Rodriguez,1385.86
savings,uf438735,Leonardo Hernandez,5042.91
checking,yd265815,Leonardo Hernandez,2479.88
savings,sn317734,Leonardo Tan,7920.49
checking,px966244,Leonardo Tan,3284.68
savings,wc948322,Leonardo Yang,10056.96
checking,pd784404,Leonardo Yang,322.23
savings,ai328877,Leonardo Smith,8958.28
checking,he669924,Leonardo Smith,1181.54
savings,ou271180,Leonardo Jones,6976.11
checking,iz472983,Leonardo Jones,1664.79
savings,ym890403,Leonardo Lee,6328.58
checking,xy966784,Leonardo Lee,220.61
savings,sg223394,Leonardo Schmidt,8391.97
checking,rj410487,Leonardo Schmidt,2616.99
savings,gq777329,Leonardo DeAndre,5563.80
checking,da710678,Leonardo DeAndre,2290.56
savings,tc759325,Leonardo Carpenter,4967.67
checking,zx114329,Leonardo Carpenter,3770.28
savings,dy991054,Leonardo Alvarez,8991.51
checking,kv697704,Leonardo Alvarez,4548.03
savings,ta483500,Leonardo Wilson,4589.62
checking,dr169375,Leonardo Wilson,2011.74
savings,tj308778,Leonardo Miller,6965.37
checking,cl855857,Leonardo Miller,932.92
savings,iv613624,Miguel Gomez,7234.81
checking,rp332960,Miguel Gomez,1172.05
savings,qg585871,Miguel Rodriguez,6762.14
checking,qb957218,Miguel Rodriguez,1400.76
savings,mz565781,Miguel Hernandez,10149.91
checking,bj788933,Miguel Hernandez,2325.46
savings,zx786512,Miguel Tan,8738.61
checking,sl488233,Miguel Tan,2840.19
savings,po211385,Miguel Yang,7157.45
checking,xu877837,Miguel Yang,3690.67
savings,pr635585,Miguel Smith,6312.45
checking,mm139416,Miguel Smith,209.96
savings,ng982918,Miguel Jones,11704.45
checking,hd510371,Miguel Jones,2193.39
savings,gj286137,Miguel Lee,5903.71
checking,uy811249,Miguel Lee,3179.76
savings,zj992833,Miguel Schmidt,6312.20
checking,om825555,Miguel Schmidt,3078.68
savings,ze116354,Miguel DeAndre,10256.52
checking,wi395548,Miguel DeAndre,268.50
savings,tw668541,Miguel Carpenter,7831.72
checking,ig501634,Miguel Carpenter,442.97
savings,ot183513,Miguel Alvarez,9056.94
checking,aj410158,Miguel Alvarez,1688.25
savings,an611092,Miguel Wilson,9714.48
checking,bd385811,Miguel Wilson,866.92
savings,ig525784,Miguel Miller,5535.00
checking,qh730367,Miguel Miller,3340.01
savings,rc600066,Nina Gomez,8700.71
checking,ce650119,Nina Gomez,173.38
savings,qv416236,Nina Rodriguez,8241.31
checking,tt154378,Nina Rodriguez,1266.64
savings,un959909,Nina Hernandez,9419.56
checking,mi663991,Nina Hernandez,381.81
savings,mw852894,Nina Tan,8462.45
checking,mh472795,Nina Tan,2645.10
savings,tz456552,Nina Yang,6560.72
checking,mb318341,Nina Yang,4109.13
savings,hh566009,Nina Smith,8752.14
checking,ff159137,Nina Smith,723.76
savings,op241131,Nina Jones,8859.75
checking,gx323914,Nina Jones,2315.24
savings,vf611862,Nina Lee,4821.83
checking,jw245662,Nina Lee,1717.20
savings,oh223982,Nina Schmidt,7112.63
checking,xd540296,Nina Schmidt,2733.40
savings,gv960171,Nina DeAndre,6495.02
checking,nk434614,Nina DeAndre,2473.61
savings,fv958839,Nina Carpenter,7799.07
checking,ob430224,Nina Carpenter,640.09
savings,ua232082,Nina Alvarez,7367.47
checking,dp101109,Nina Alvarez,1216.93
savings,uj750030,Nina Wilson,9141.27
checking,kc255358,Nina Wilson,679.90
savings,nz748925,Nina Miller,8161.08
checking,ie621775,Nina Miller,3978.47
savings,fc392748,Robert Gomez,8726.48
checking,me524056,Robert Gomez,683.35
savings,sa800838,Robert Rodriguez,9170.55
checking,ny396235,Robert Rodriguez,2638.50
savings,qo618461,Robert Hernandez,6936.43
checking,kz986651,Robert Hernandez,1390.68
savings,qe888814,Robert Tan,7180.25
checking,zj702604,Robert Tan,1886.26
savings,fw431659,Robert Yang,7701.87
checking,zz885204,Robert Yang,554.33
savings,nh869874,Robert Smith,6855.47
checking,ka205102,Robert Smith,733.50
savings,yv791501,Robert Jones,5183.38
checking,nz290989,Robert Jones,1158.26
savings,pm349473,Robert Lee,9057.09
checking,xu915497,Robert Lee,1753.13
savings,tv868675,Robert Schmidt,7902.94
checking,th941945,Robert Schmidt,489.46
savings,ek249834,Robert DeAndre,7117.38
checking,rl344634,Robert DeAndre,1941.34
savings,qs514835,Robert Carpenter,8929.77
checking,ct902527,Robert Carpenter,2899.76
savings,hm817869,Robert Alvarez,8184.84
checking,ms323255,Robert Alvarez,1488.29
savings,td630869,Robert Wilson,8653.19
checking,eo354253,Robert Wilson,2201.40
savings,pc432548,Robert Miller,5610.79
checking,pc592277,Robert Miller,2032.97
savings,os576633,Tomas Gomez,5156.79
checking,cs482001,Tomas Gomez,397.89
savings,sj515928,Tomas Rodriguez,7032.56
checking,ff249308,Tomas Rodriguez,3215.87
savings,ye569395,Tomas Hernandez,5035.58
checking,jw598210,Tomas Hernandez,2725.01
savings,se184312,Tomas Tan,3732.95
checking,eg648839,Tomas Tan,2988.32
savings,ps899285,Tomas Yang,6109.89
checking,zz653714,Tomas Yang,3015.39
savings,jf380789,Tomas Smith,4687.94
checking,cv831068,Tomas Smith,2961.36
savings,tx224661,Tomas Jones,8613.97
checking,bf462984,Tomas Jones,3083.19
savings,mz114198,Tomas Lee,6052.96
checking,ti960627,Tomas Lee,98.02
savings,up835531,Tomas Schmidt,8716.28
checking,sg814182,Tomas Schmidt,1005.14
savings,ca696497,Tomas DeAndre,10160.48
checking,pv484524,Tomas DeAndre,2660.82
savings,xo761414,Tomas Carpenter,7156.65
checking,cd509390,Tomas Carpenter,1862.60
savings,oe615189,Tomas Alvarez,4578.55
checking,uy777243,Tomas Alvarez,1302.84
savings,sh856684,Tomas Wilson,10691.45
checking,ri770088,Tomas Wilson,1087.32
savings,gq863782,Tomas Miller,6859.56
checking,vt625706,Tomas Miller,1426.99
savings,bp505838,Walter Gomez,6580.79
checking,cd428747,Walter Gomez,1039.34
savings,aq862819,Walter Rodriguez,6442.30
checking,bt293182,Walter Rodriguez,2396.54
savings,do458480,Walter Hernandez,6586.00
checking,jn161143,Walter Hernandez,2480.52
savings,ay453697,Walter Tan,9569.97
checking,vx973851,Walter Tan,1366.96
savings,gd257316,Walter Yang,7851.78
checking,nk519785,Walter Yang,1812.11
savings,am798528,Walter Smith,10343.87
checking,kv144704,Walter Smith,211.63
savings,rw288243,Walter Jones,5129.49
checking,lx568657,Walter Jones,2498.71
savings,if132802,Walter Lee,9142.88
checking,ig963906,Walter Lee,2588.15
savings,zj335065,Walter Schmidt,8147.42
checking,lp657369,Walter Schmidt,588.81
savings,nx509474,Walter DeAndre,10940.15
checking,ef779785,Walter DeAndre,1227.28
savings,ny418398,Walter Carpenter,8249.43
checking,yi152951,Walter Carpenter,1837.48
savings,sj758281,Walter Alvarez,6787.99
checking,ht797058,Walter Alvarez,796.93
savings,rq354618,Walter Wilson,8170.22
checking,yn915358,Walter Wilson,166.60
savings,vg107077,Walter Miller,10072.47
checking,uk330247,Walter Miller,1434.54
